4,294
4,165
4,057
3,974
3,914
3,871
3,844
3,849
3,877
3,945
4,156
4,430
5,009
5,583
6,151
6,354
6,354
6,276
6,202
6,069
6,011
5,909
5,843
5,735
5,663
5,618
5,557
5,480
5,412
5,362
5,378
5,493
5,641
5,826
6,086
6,407
6,457
6,396
6,327
6,258
6,162
5,996
5,741
5,477
5,121
4,783
4,604
4,399
4,214
4,091
3,982
3,895
3,838
3,796
3,762
3,742
3,760
3,844
4,037
4,341
4,898
5,500
6,064
6,328
6,318
6,215
6,143
6,023
5,917
5,823
5,729
5,631
5,529
5,498
5,494
5,441
5,399
5,345
5,390
5,542
5,697
5,922
6,221
6,434
6,484
6,456
6,375
6,343
6,281
6,139
5,899
5,626
5,269
4,898
4,701
4,481
4,298
4,169
4,049
3,962
3,906
3,858
3,841
3,836
3,876
3,952
4,099
4,407
4,967
5,574
6,154
6,343
6,311
6,247
6,168
6,063
5,988
5,879
5,743
5,655
5,570
5,492
5,449
5,381
5,336
5,313
5,376
5,491
5,620
5,791
6,072
6,388
6,432
6,397
6,362
6,359
6,326
6,248
6,089
5,808
5,464
5,099
4,893
4,657
4,462
4,345
4,218
4,129
4,060
4,012
3,986
3,998
4,046
4,138
4,366
4,647
5,212
5,821
6,335
6,444
6,439
6,354
6,355
6,233
6,110
5,999
5,923
5,775
5,604
5,507
5,450
5,357
5,267
5,213
5,204
5,289
5,366
5,513
5,781
6,209
6,339
6,339
6,290
6,243
6,108
6,000
5,813
5,594
5,324
5,054
4,912
4,684
4,464
4,331
4,203
4,095
4,014
3,964
3,920
3,892
3,900
3,937
4,043
4,165
4,412
4,681
4,962
5,291
5,580
5,759
5,805
5,750
5,636
5,467
5,307
5,171
5,037
4,917
4,839
4,750
4,685
4,659
4,676
4,731
4,842
5,035
5,386
5,885
6,098
6,070
5,935
5,763
5,613
5,468
5,318
5,133
4,926
4,743
4,640
4,426
4,234
4,097
3,962
3,870
3,799
3,753
3,723
3,691
3,680
3,687
3,758
3,849
4,029
4,204
4,398
4,633
4,918
5,159
5,300
5,362
5,368
5,305
5,260
5,178
5,144
5,066
4,976
4,879
4,833
4,847
4,902
4,987
5,136
5,328
5,628
5,947
6,059
6,023
5,889
5,733
5,563
5,363
5,154
4,876
4,576
4,310
4,198
4,038
3,906
3,795
3,703
3,624
3,570
3,535
3,525
3,525
3,578
3,663
3,838
4,124
4,671
5,218
5,773
6,042
6,040
5,929
5,805
5,667
5,545
5,430
5,311
5,220
5,142
5,078
5,042
4,971
4,928
4,901
4,899
4,999
5,096
5,240
5,454
5,869
6,043
6,050
5,922
5,774
5,616
5,423
5,215
4,959
4,698
4,419
4,273
4,090
3,940
3,837
3,673
3,600
3,557
3,528
3,516
3,528
3,572
3,651
3,853
4,130
4,636
5,150
5,697
5,995
5,994
5,892
5,782
5,644
5,505
5,495
5,426
5,376
5,307
5,246
5,236
5,197
5,181
5,206
5,270
5,412
5,527
5,713
5,975
6,264
6,305
6,274
6,155
6,019
5,808
5,600
5,384
5,120
4,816
4,515
4,328
4,123
3,943
3,826
3,720
3,635
3,562
3,516
3,502
3,493
3,533
3,597
3,780
4,067
4,574
5,083
5,623
5,925
5,973
5,893
5,796
5,690
5,613
5,593
5,543
5,526
5,493
5,471
5,477
5,439
5,408
5,384
5,426
5,543
5,657
5,811
5,984
6,179
6,247
6,253
6,135
5,978
5,773
5,596
5,371
5,091
4,803
4,521
4,352
4,157
3,982
3,873
3,764
3,680
3,621
3,576
3,555
3,546
3,585
3,650
3,855
4,129
4,638
5,184
5,692
5,971
5,972
5,907
5,785
5,678
5,555
5,440
5,357
5,309
5,230
5,167
5,137
5,062
5,019
5,015
5,052
5,164
5,278
5,392
5,597
5,994
6,242
6,290
6,203
6,075
5,913
5,720
5,500
5,248
4,969
4,679
4,497
4,286
4,076
3,974
3,845
3,758
3,688
3,643
3,638
3,640
3,676
3,763
3,942
4,223
4,746
5,311
5,864
6,152
6,177
6,063
5,935
5,754
5,622
5,517
5,418
5,314
5,217
5,137
5,101
5,037
4,963
4,921
4,927
4,968
5,049
5,158
5,328
5,718
5,996
6,032
5,904
5,763
5,599
5,429
5,246
5,042
4,826
4,586
4,439
4,259
4,054
3,921
3,830
3,698
3,631
3,555
3,508
3,491
3,501
3,516
3,623
3,758
3,970
4,171
4,408
4,666
4,880
5,062
5,136
5,137
5,067
4,996
4,921
4,865
4,764
4,693
4,639
4,571
4,462
4,453
4,463
4,491
4,521
4,676
4,898
5,274
5,492
5,458
5,319
5,131
4,983
4,840
4,695
4,539
4,374
4,209
4,144
4,001
3,846
3,729
3,621
3,526
3,461
3,406
3,384
3,368
3,381
3,391
3,468
3,579
3,757
3,922
4,095
4,285
4,529
4,759
4,852
4,894
4,872
4,818
4,769
4,727
4,665
4,592
4,527
4,450
4,412
4,424
4,485
4,607
4,762
5,012
5,348
5,694
5,806
5,774
5,642
5,483
5,328
5,154
4,949
4,706
4,455
4,219
4,118
3,937
3,787
3,695
3,613
3,531
3,487
3,447
3,434
3,433
3,482
3,549
3,766
4,071
4,637
5,211
5,772
6,055
6,058
5,955
5,896
5,807
5,712
5,663
5,637
5,595
5,567
5,525
5,507
5,475
5,423
5,380
5,429
5,551
5,651
5,779
5,954
6,250
6,382
6,368
6,297
6,251
6,191
6,023
5,829
5,525
5,159
4,815
4,630
4,424
4,248
4,117
4,003
3,901
3,832
3,792
3,785
3,786
3,825
3,896
4,111
4,433
5,009
5,642
6,147
6,345
6,316
6,192
6,069
5,956
5,860
5,741
5,595
5,537
5,430
5,353
5,286
5,203
5,157
5,134
5,155
5,260
5,367
5,519
5,729
6,175
6,382
6,349
6,304
6,233
6,092
5,897
5,721
5,472
5,107
4,764
4,586
4,389
4,205
4,071
3,974
3,913
3,841
3,798
3,771
3,783
3,820
3,898
4,107
4,414
4,977
5,584
6,101
6,288
6,265
6,144
5,983
5,829
5,644
5,555
5,470
5,367
5,290
5,238
5,192
5,112
5,074
5,060
5,089
5,163
5,258
5,378
5,595
5,978
6,257
6,300
6,217
6,079
5,891
5,699
5,482
5,209
4,903
4,599
4,422
4,220
4,045
3,924
3,797
3,717
3,649
3,601
3,568
3,569
3,617
3,693
3,890
4,172
4,658
5,207
5,710
5,976
5,947
5,807
5,654
5,513
5,398
5,338
5,301
5,259
5,212
5,175
5,150
5,105
5,105
5,086
5,124
5,221
5,352
5,505
5,680
5,971
6,115
6,113
6,002
5,865
5,698
5,487
5,259
5,010
4,717
4,433
4,292
4,097
3,905
3,791
3,692
3,613
3,549
3,517
3,492
3,506
3,549
3,638
3,813
4,092
4,611
5,178
5,718
5,974
5,982
5,845
5,703
5,567
5,476
5,396
5,289
5,185
5,103
5,027
5,016
4,938
4,868
4,830
4,855
4,928
5,018
5,123
5,291
5,595
5,817
5,814
5,709
5,582
5,414
5,259
5,091
4,879
4,645
4,407
4,284
4,107
3,948
3,820
3,704
3,611
3,532
3,476
3,454
3,454
3,473
3,507
3,624
3,757
3,979
4,204
4,474
4,744
4,960
5,121
5,223
5,259
5,194
5,128
5,063
4,981
4,889
4,842
4,835
4,806
4,748
4,731
4,759
4,841
4,978
5,175
5,399
5,664
5,822
5,777
5,626
5,455
5,299
5,196
5,063
4,883
4,677
4,481
4,416
4,241
4,049
3,882
3,730
3,600
3,510
3,453
3,416
3,393
3,402
3,390
3,477
3,593
3,775
3,946
4,131
4,333
4,596
4,838
5,012
5,100
5,121
5,077
5,025
4,984
4,944
4,872
4,807
4,717
4,682
4,689
4,742
4,816
4,930
5,131
5,356
5,685
5,942
5,984
5,852
5,695
5,538
5,354
5,149
4,877
4,582
4,294
4,164
3,995
3,850
3,746
3,647
3,574
3,534
3,500
3,495
3,488
3,529
3,618
3,841
4,149
4,710
5,322
5,887
6,158
6,187
6,090
5,985
5,821
5,686
5,597
5,504
5,415
5,319
5,268
5,232
5,204
5,155
5,134
5,160
5,281
5,382
5,499
5,697
6,041
6,276
6,291
6,264
6,146
6,041
5,862
5,612
5,342
5,016
4,717
4,560
4,358
4,175
4,065
3,963
3,883
3,829
3,794
3,766
3,770
3,840
3,932
4,148
4,476
5,085
5,725
6,199
6,314
6,243
6,183
6,058
5,920
5,757
5,656
5,506
5,398
5,306
5,234
5,183
5,112
5,076
5,060
5,086
5,190
5,291
5,422
5,617
6,000
6,323
6,382
6,314
6,249
6,129
5,962
5,749
5,472
5,178
4,874
4,682
4,478
4,309
4,189
4,089
4,019
3,952
3,912
3,912
3,923
3,972
4,063
4,301
4,654
5,263
5,903
6,376
6,471
6,424
6,327
6,213
6,041
5,778
5,622
5,504
5,387
5,244
5,159
5,127
5,058
4,999
4,955
4,993
5,083
5,182
5,310
5,476
5,834
6,188
6,286
6,236
6,150
6,007
5,847
5,607
5,343
5,058
4,754
4,575
4,367
4,198
4,083
3,963
3,884
3,827
3,801
3,785
3,798
3,860
3,948
4,181
4,505
5,057
5,670
6,180
6,332
6,312
6,140
5,983
5,771
5,552
5,424
5,308
5,226
5,154
5,085
5,054
4,995
4,951
4,941
4,989
5,052
5,149
5,279
5,416
5,754
6,069
6,154
6,108
6,009
5,901
5,741
5,532
5,277
4,961
4,685
4,523
4,332
4,154
4,030
3,911
3,833
3,778
3,735
3,710
3,721
3,748
3,837
4,074
4,394
4,954
5,525
6,053
6,296
6,219
6,055
5,858
5,647
5,463
5,341
5,258
5,201
5,109
5,015
4,990
4,807
4,912
4,877
4,898
4,954
5,027
5,130
5,261
5,513
5,807
5,869
5,766
5,640
5,495
5,354
5,170
4,964
4,738
4,513
4,402
4,232
4,062
3,935
3,830
3,744
3,676
3,617
3,584
3,564
3,586
3,624
3,754
3,915
4,130
4,356
4,601
4,828
5,043
5,175
5,225
5,189
5,088
5,028
4,935
4,849
4,786
4,702
4,651
4,578
4,540
4,533
4,563
4,631
4,720
4,889
5,121
5,385
5,638
5,656
5,520
5,307
5,128
5,025
4,868
4,702
4,579
4,402
4,284
4,096
3,912
3,791
3,670
3,586
3,525
3,483
3,453
3,432
3,437
3,449
3,542
3,655
3,861
4,021
4,191
4,423
4,630
4,800
4,939
4,969
4,927
4,827
4,745
4,683
4,632
4,570
4,538
4,485
4,465
4,496
4,576
4,667
4,786
4,942
5,204
5,547
5,765
5,799
5,687
5,544
5,371
5,185
4,979
4,717
4,472
4,216
4,087
3,918
3,765
3,657
3,567
3,492
3,432
3,394
3,384
3,382
3,424
3,515
3,750
4,053
4,597
5,155
5,633
5,863
5,857
5,736
5,613
5,497
5,388
5,340
5,280
5,246
5,206
5,153
5,127
5,104
5,077
5,071
5,137
5,274
5,402
5,557
5,665
5,858
6,058
6,082
5,948
5,739
5,569
5,375
5,137
4,879
4,583
4,303
4,148
3,995
3,836
3,749
3,652
3,574
3,509
3,466
3,451
3,461
3,479
3,565
3,780
4,105
4,648
5,174
5,637
5,845
5,793
5,645
5,524
5,369
5,209
5,175
5,128
5,049
4,985
4,956
4,962
4,927
4,909
4,911
4,954
5,023
5,092
5,175
5,298
5,581
5,892
6,002
5,872
5,720
5,533
5,351
5,177
4,932
4,664
4,400
4,254
4,067
3,916
3,812
3,716
3,639
3,584
3,543
3,526
3,526
3,571
3,653
3,897
4,211
4,753
5,276
5,771
6,049
6,057
5,955
5,848
5,710
5,624
5,569
5,364
5,273
5,326
5,295
5,290
5,220
5,186
5,157
5,205
5,287
5,377
5,499
5,679
5,934
6,087
6,175
6,029
5,876
5,710
5,527
5,304
5,047
4,754
4,450
4,277
4,087
3,921
3,811
3,713
3,637
3,574
3,526
3,499
3,510
3,542
3,617
3,833
4,143
4,666
5,187
5,679
5,948
5,909
5,771
5,617
5,541
5,397
5,409
5,354
5,302
5,240
5,192
5,186
5,142
5,122
5,113
5,168
5,254
5,345
5,450
5,581
5,823
6,048
6,144
5,987
5,820
5,702
5,537
5,319
5,049
4,758
4,509
4,375
4,190
4,012
3,894
3,787
3,721
3,660
3,616
3,598
3,588
3,629
3,709
3,935
4,233
4,764
5,311
5,799
6,029
6,017
5,935
5,832
5,706
5,603
5,560
5,473
5,408
5,334
5,288
5,268
5,217
5,176
5,162
5,193
5,254
5,314
5,430
5,579
5,809
5,997
6,038
5,920
5,759
5,606
5,446
5,253
5,039
4,803
4,587
4,475
4,291
4,109
3,986
3,887
3,802
3,721
3,663
3,638
3,621
3,643
3,676
3,791
3,941
4,177
4,389
4,599
4,878
5,150
5,374
5,525
5,558
5,495
5,464
5,387
5,297
5,211
5,130
5,054
4,966
4,907
4,889
4,891
4,943
5,032
5,183
5,372
5,629
5,790
5,795
5,691
5,541
5,397
5,251
5,082
4,888
4,666
4,456
4,361
4,201
4,045
3,902
3,786
3,678
3,601
3,551
3,536
3,518
3,538
3,571
3,652
3,756
3,975
4,134
4,325
4,590
4,877
5,109
5,262
5,299
5,269
5,174
5,098
5,010
4,946
4,861
4,783
4,705
4,642
4,646
4,687
4,732
4,832
4,989
5,190
5,454
5,746
5,900
5,810
5,683
5,548
5,378
5,176
4,953
4,681
4,416
4,285
4,102
3,942
3,846
3,773
3,706
3,655
3,615
3,600
3,608
3,663
3,758
3,999
4,316
4,848
5,359
5,888
6,120
6,105
5,992
5,845
5,685
5,563
5,499
5,446
5,360
5,286
5,230
5,173
5,096
5,046
5,015
5,037
5,128
5,222
5,337
5,498
5,798
6,124
6,268
6,186
6,005
5,868
5,657
5,446
5,207
4,897
4,589
4,409
4,206
4,036
3,918
3,823
3,753
3,692
3,658
3,642
3,634
3,676
3,779
4,017
4,335
4,889
5,434
5,938
6,143
6,115
5,957
5,769
5,606
5,459
5,391
5,297
5,212
5,164
5,138
5,123
5,081
5,046
5,064
5,115
5,223
5,338
5,513
5,727
5,950
6,141
6,212
6,067
5,897
5,711
5,504
5,295
5,006
4,695
4,415
4,258
4,070
3,912
3,820
3,699
3,621
3,560
3,518
3,492
3,495
3,526
3,589
3,822
4,109
4,645
5,131
5,553
5,797
5,749
5,628
5,525
5,397
5,321
5,266
5,211
5,176
5,068
5,061
5,027
4,973
4,940
4,935
4,982
5,102
5,177
5,299
5,410
5,608
5,881
6,044
5,920
5,757
5,575
5,380
5,158
4,904
4,633
4,352
4,201
4,025
3,861
3,736
3,627
3,544
3,490
3,450
3,435
3,454
3,499
3,570
3,808
4,096
4,607
5,145
5,644
5,878
5,868
5,738
5,582
5,446
5,353
5,276
5,184
5,116
5,038
4,992
4,979
4,928
4,891
4,878
4,920
5,023
5,127
5,258
5,416
5,687
5,963
6,149
6,049
5,904
5,738
5,545
5,316
5,062
4,783
4,489
4,320
4,116
3,944
3,826
3,736
3,670
3,632
3,608
3,586
3,587
3,631
3,724
3,956
4,271
4,807
5,333
5,844
6,063
6,056
5,944
5,747
5,559
5,405
5,363
5,262
5,226
5,163
5,103
5,084
5,035
4,977
4,929
4,955
5,025
5,074
5,177
5,292
5,472
5,691
5,870
5,755
5,611
5,460
5,306
5,130
4,956
4,703
4,454
4,330
4,142
3,964
3,836
3,728
3,627
3,562
3,517
3,491
3,469
3,489
3,552
3,694
3,846
4,083
4,259
4,477
4,769
5,056
5,262
5,371
5,433
5,419
5,319
5,242
5,158
5,023
4,912
4,849
4,744
4,683
4,662
4,690
4,732
4,797
4,915
5,114
5,461
5,685
5,778
5,703
5,506
5,350
5,195
5,028
4,906
4,722
4,507
4,371
4,179
4,026
3,928
3,804
3,678
3,613
3,571
3,559
3,544
3,560
3,566
3,671
3,812
3,994
4,154
4,372
4,638
4,909
5,121
5,222
5,294
5,296
5,199
5,134
5,053
4,946
4,877
4,863
4,806
4,794
4,812
4,864
4,967
5,112
5,303
5,603
5,856
6,114
6,225
6,124
5,945
5,785
5,590
5,354
5,004
4,696
4,454
4,291
4,117
3,973
3,863
3,766
3,685
3,632
3,588
3,581
3,578
3,632
3,725
3,963
4,301
4,904
5,477
6,017
6,222
6,208
6,163
6,069
5,916
5,793
5,706
5,584
5,571
5,485
5,418
5,393
5,318
5,287
