Wind Power Multiplier (MW),Installed Solar (MW),Installed Battery (MW),Renewable Energy (%),Cost ($/MWh)
4.4,84900.0,0.0,0.9795911233208261,51.96150861843224
4.4,84900.0,1.0,0.9795911233208261,51.961512293761274
4.4,84950.0,0.0,0.9795911233208262,51.961498598260235
4.4,84950.0,1.0,0.9795911233208262,51.96150227358926
4.4,85000.0,0.0,0.9795911233208262,51.96148857808817
4.4,85000.0,1.0,0.9795911233208262,51.9614922534172
4.4,85050.0,0.0,0.9795911233208262,51.96147855791612
4.4,85050.0,1.0,0.9795911233208262,51.96148223324514
4.4,85100.0,0.0,0.9795911233208261,51.96146853774407
4.4,85100.0,1.0,0.9795911233208261,51.9614722130731
4.402,84900.0,0.0,0.9796004201636146,51.963211352552335
4.402,84900.0,1.0,0.9796004201636146,51.96321502788136
4.402,84950.0,0.0,0.9796004201636146,51.96320133238031
4.402,84950.0,1.0,0.9796004201636146,51.963205007709334
4.402,85000.0,0.0,0.9796004201636146,51.96319131220826
4.402,85000.0,1.0,0.9796004201636146,51.96319498753729
4.402,85050.0,0.0,0.9796004201636146,51.96318129203622
4.402,85050.0,1.0,0.9796004201636146,51.963184967365244
4.402,85100.0,0.0,0.9796004201636146,51.96317127186417
4.402,85100.0,1.0,0.9796004201636146,51.9631749471932
4.404,84900.0,0.0,0.9796097122039731,51.964913846550886
4.404,84900.0,1.0,0.9796097122039731,51.96491752187991
4.404,84950.0,0.0,0.9796097122039731,51.96490382637886
4.404,84950.0,1.0,0.9796097122039731,51.964907501707884
4.404,85000.0,0.0,0.9796097122039729,51.96489380620681
4.404,85000.0,1.0,0.9796097122039729,51.964897481535836
4.404,85050.0,0.0,0.9796097122039731,51.96488378603477
4.404,85050.0,1.0,0.9796097122039731,51.964887461363794
4.404,85100.0,0.0,0.9796097122039729,51.96487376586271
4.404,85100.0,1.0,0.9796097122039729,51.96487744119174
4.406000000000001,84900.0,0.0,0.9796189943944495,51.966615848055376
4.406000000000001,84900.0,1.0,0.9796189943944495,51.9666195233844
4.406000000000001,84950.0,0.0,0.9796189943944495,51.96660582788335
4.406000000000001,84950.0,1.0,0.9796189943944495,51.966609503212375
4.406000000000001,85000.0,0.0,0.9796189943944495,51.96659580771131
4.406000000000001,85000.0,1.0,0.9796189943944495,51.96659948304034
4.406000000000001,85050.0,0.0,0.9796189943944495,51.96658578753926
4.406000000000001,85050.0,1.0,0.9796189943944495,51.966589462868285
4.406000000000001,85100.0,0.0,0.9796189943944495,51.9665757673672
4.406000000000001,85100.0,1.0,0.9796189943944495,51.96657944269623
4.408,84900.0,0.0,0.9796282765849259,51.96831784956004
4.408,84900.0,1.0,0.9796282765849259,51.96832152488906
4.408,84950.0,0.0,0.9796282765849258,51.96830782938801
4.408,84950.0,1.0,0.9796282765849258,51.96831150471704
4.408,85000.0,0.0,0.9796282765849258,51.968297809215954
4.408,85000.0,1.0,0.9796282765849258,51.96830148454499
4.408,85050.0,0.0,0.9796282765849259,51.968287789043906
4.408,85050.0,1.0,0.9796282765849259,51.96829146437294
4.408,85100.0,0.0,0.9796282765849259,51.968277768871864
4.408,85100.0,1.0,0.9796282765849259,51.96828144420089
4.41,84900.0,0.0,0.9796375587754024,51.97001985106458
4.41,84900.0,1.0,0.9796375587754024,51.970023526393604
4.41,84950.0,0.0,0.9796375587754024,51.97000983089255
4.41,84950.0,1.0,0.9796375587754024,51.97001350622158
4.41,85000.0,0.0,0.9796375587754024,51.9699998107205
4.41,85000.0,1.0,0.9796375587754024,51.970003486049535
4.41,85050.0,0.0,0.9796375587754024,51.96998979054846
4.41,85050.0,1.0,0.9796375587754024,51.96999346587749
4.41,85100.0,0.0,0.9796375587754024,51.96997977037641
4.41,85100.0,1.0,0.9796375587754024,51.969983445705445
4.412,84900.0,0.0,0.9796468409658788,51.971721852569154
4.412,84900.0,1.0,0.9796468409658788,51.97172552789818
4.412,84950.0,0.0,0.9796468409658787,51.97171183239712
4.412,84950.0,1.0,0.9796468409658787,51.971715507726145
4.412,85000.0,0.0,0.9796468409658788,51.971701812225085
4.412,85000.0,1.0,0.9796468409658788,51.97170548755411
4.412,85050.0,0.0,0.9796468409658787,51.971691792053036
4.412,85050.0,1.0,0.9796468409658787,51.97169546738206
4.412,85100.0,0.0,0.9796468409658788,51.97168177188098
4.412,85100.0,1.0,0.9796468409658788,51.97168544721001
4.414000000000001,84900.0,0.0,0.9796561231563553,51.97342385407382
4.414000000000001,84900.0,1.0,0.9796561231563553,51.973427529402855
4.414000000000001,84950.0,0.0,0.9796561231563551,51.97341383390179
4.414000000000001,84950.0,1.0,0.9796561231563551,51.97341750923082
4.414000000000001,85000.0,0.0,0.9796561231563553,51.97340381372975
4.414000000000001,85000.0,1.0,0.9796561231563553,51.97340748905878
4.414000000000001,85050.0,0.0,0.9796561231563555,51.9733937935577
4.414000000000001,85050.0,1.0,0.9796561231563555,51.97339746888673
4.414000000000001,85100.0,0.0,0.9796561231563553,51.97338377338565
4.414000000000001,85100.0,1.0,0.9796561231563553,51.97338744871468
4.416,84900.0,0.0,0.9796653797665418,51.9751245765638
4.416,84900.0,1.0,0.9796653797665418,51.97512825189283
4.416,84950.0,0.0,0.979665379766542,51.97511455639177
4.416,84950.0,1.0,0.979665379766542,51.975118231720806
4.416,85000.0,0.0,0.9796653797665418,51.975104536219725
4.416,85000.0,1.0,0.9796653797665418,51.97510821154875
4.416,85050.0,0.0,0.9796653797665418,51.975094516047676
4.416,85050.0,1.0,0.9796653797665418,51.9750981913767
4.416,85100.0,0.0,0.9796653797665418,51.97508449587563
4.416,85100.0,1.0,0.9796653797665418,51.97508817120466
4.418,84900.0,0.0,0.9796746284380173,51.97682520472044
4.418,84900.0,1.0,0.9796746284380173,51.976828880049474
4.418,84950.0,0.0,0.9796746284380176,51.976815184548414
4.418,84950.0,1.0,0.9796746284380176,51.97681885987745
4.418,85000.0,0.0,0.9796746284380176,51.97680516437637
4.418,85000.0,1.0,0.9796746284380176,51.9768088397054
4.418,85050.0,0.0,0.9796746284380176,51.97679514420432
4.418,85050.0,1.0,0.9796746284380176,51.97679881953335
4.418,85100.0,0.0,0.9796746284380176,51.97678512403226
4.418,85100.0,1.0,0.9796746284380176,51.976788799361294
4.42,84900.0,0.0,0.9796838771094936,51.978525999491886
4.42,84900.0,1.0,0.9796838771094936,51.97852967482091
4.42,84950.0,0.0,0.9796838771094935,51.978515979319845
4.42,84950.0,1.0,0.9796838771094935,51.97851965464888
4.42,85000.0,0.0,0.9796838771094931,51.978505959147796
4.42,85000.0,1.0,0.9796838771094931,51.97850963447682
4.42,85050.0,0.0,0.9796838771094933,51.97849593897575
4.42,85050.0,1.0,0.9796838771094933,51.97849961430478
4.42,85100.0,0.0,0.9796838771094933,51.978485918803706
4.42,85100.0,1.0,0.9796838771094933,51.97848959413273
4.422000000000001,84900.0,0.0,0.9796931257809692,51.98022686164451
4.422000000000001,84900.0,1.0,0.9796931257809692,51.98023048306871
4.422000000000001,84950.0,0.0,0.9796931257809692,51.980216841472476
4.422000000000001,84950.0,1.0,0.9796931257809692,51.980220462896675
4.422000000000001,85000.0,0.0,0.9796931257809695,51.980206821300435
4.422000000000001,85000.0,1.0,0.9796931257809695,51.98021044272464
4.422000000000001,85050.0,0.0,0.9796931257809692,51.980196801128386
4.422000000000001,85050.0,1.0,0.9796931257809692,51.980200422552585
4.422000000000001,85100.0,0.0,0.9796931257809692,51.98018678095633
4.422000000000001,85100.0,1.0,0.9796931257809692,51.980190402380536
4.424,84900.0,0.0,0.979702374452445,51.98192815258539
4.424,84900.0,1.0,0.979702374452445,51.98193137707406
4.424,84950.0,0.0,0.979702374452445,51.98191813241337
4.424,84950.0,1.0,0.9797023744524451,51.981921356902035
4.424,85000.0,0.0,0.9797023744524448,51.981908112241314
4.424,85000.0,1.0,0.9797023744524448,51.98191133672998
4.424,85050.0,0.0,0.979702374452445,51.981898092069265
4.424,85050.0,1.0,0.979702374452445,51.98190131655793
4.424,85100.0,0.0,0.979702374452445,51.98188807189722
4.424,85100.0,1.0,0.979702374452445,51.98189129638589
4.426,84900.0,0.0,0.9797116231239209,51.98362944352635
4.426,84900.0,1.0,0.9797116231239209,51.983632628811506
4.426,84950.0,0.0,0.9797116231239207,51.98361942335432
4.426,84950.0,1.0,0.9797116231239207,51.98362260863947
